dim time avg
39 0.00038333333333333334 0.0006041666666666666
38 0.00018333333333333334 0.000425
37 0.00013333333333333334 0.0001875
36 5e-05 0.0001
35 3.3333333333333335e-05 5.833333333333333e-05
34 1.6666666666666667e-05 2.9166666666666666e-05
33 1.6666666666666667e-05 1.6666666666666667e-05
32 0.0 8.333333333333334e-06
31 0.0 4.166666666666667e-06
30 0.0 0.0
29 0.0 0.0
28 0.0 0.0
27 0.0 0.0
26 0.0 0.0
25 0.0 0.0
24 0.0 0.0
23 0.0 0.0
22 0.0 0.0
21 0.0 0.0
20 0.0 0.0
19 0.0 0.0
18 0.0 0.0
17 0.0 0.0
16 0.0 0.0
15 0.0 0.0
14 0.0 0.0
13 0.0 0.0
12 0.0 0.0
11 0.0 0.0
10 0.0 0.0
9 0.0 0.0
8 0.0 0.0
7 0.0 0.0
6 0.0 0.0
5 0.0 0.0
4 0.0 0.0
3 0.0 0.0
