dim time avg
53 5.403616666666666 7.107749999999999  
53 8.811883333333332 8.459311111111111  
53 11.162433333333333 7.124916666666667 
53 3.1217333333333332 7.110808333333334 
53 5.347183333333334 5.764404166666667  
53 3.4262666666666663 4.26815
53 5.177416666666667 4.247841666666667  
53 3.0405 4.548504166666667
53 6.549833333333334 4.7158500000000005 
53 4.09565 4.1374125
53 2.8636666666666666 4.019358333333333 
53 2.5682833333333335 2.764104166666667 
53 1.5288166666666667 2.1273541666666667
53 1.5486499999999999 1.985325
53 2.29555 1.9339458333333333
53 2.3627666666666665 2.5500208333333334
53 3.9931166666666664 2.843433333333333 
53 2.7222999999999997 3.3847916666666666
53 4.460983333333333 3.9634541666666667 
53 4.677416666666667 4.383733333333334  
53 5.6742333333333335 4.179929166666667 
53 1.9070833333333332 4.144091666666666 
53 4.317633333333333 3.9414583333333337
53 3.8668833333333335 3.3806583333333333
53 3.431033333333333 4.101291666666667
53 4.789616666666666 3.9597083333333334
53 3.7513 3.9485125
53 3.8221 4.18205
53 4.365183333333333 3.972554166666667
53 3.9516333333333336 4.507254166666667
53 5.8901 4.4454875
53 3.5750333333333333 4.257083333333333
53 3.6115666666666666 4.608208333333334
53 5.356133333333333 3.7775125
53 2.5673166666666662 3.581958333333333
53 2.7928166666666665 3.7424041666666668
53 4.25335 3.0052125
53 2.407366666666667 3.3498916666666667
53 3.9460333333333333 2.9856375
53 1.3357999999999999 2.571829166666667
53 2.598116666666667 2.853466666666667
53 3.533916666666667 2.2273416666666668
53 1.4415333333333333 2.864925
53 3.8861333333333334 2.7091041666666666
53 1.9748333333333332 2.5755791666666665
53 2.999816666666667 3.117995833333333
53 3.6111999999999997 3.8292333333333333
53 6.731083333333333 5.307670833333333
52 7.888583333333333 5.6140625
51 4.225383333333333 4.901941666666667
50 0.7627166666666666 3.3639041666666665
49 0.5789333333333333 1.51335
48 0.48636666666666667 0.48058333333333336
47 0.09431666666666666 0.3153125
46 0.10163333333333333 0.2095875
45 0.15603333333333333 0.0941125
44 0.024466666666666668 0.07976666666666667
43 0.03693333333333334 0.062925
42 0.03426666666666667 0.025795833333333334
41 0.007516666666666667 0.021841666666666665
40 0.00865 0.015454166666666666
39 0.011383333333333334 0.007229166666666667
38 0.0013666666666666666 0.005720833333333333
37 0.0014833333333333332 0.0040416666666666665
36 0.0019333333333333333 0.0014333333333333331
35 0.00095 0.0013208333333333334
34 0.0009166666666666666 0.0012208333333333333
33 0.0010833333333333333 0.0009375000000000001
32 0.0008 0.0008833333333333333
31 0.0007333333333333333 0.0008375
30 0.0007333333333333333 0.0007333333333333333
29 0.0006666666666666666 0.0006625
28 0.0005166666666666667 0.0006083333333333333
27 0.0005166666666666667 0.00055
26 0.0005 0.00048750000000000003
25 0.0004166666666666667 0.0004583333333333333
24 0.0004 0.0004291666666666666
23 0.0004 0.000375
22 0.00028333333333333335 0.00034583333333333335
21 0.0003 0.00031666666666666665
20 0.00028333333333333335 0.0002708333333333333
19 0.00021666666666666666 0.00025416666666666665
18 0.00021666666666666666 0.00022916666666666666
17 0.0002 0.00019166666666666667
16 0.00013333333333333334 0.00017083333333333333
15 0.00013333333333333334 0.0001375
14 8.333333333333333e-05 0.00010833333333333333
13 8.333333333333333e-05 9.583333333333334e-05
12 8.333333333333333e-05 7.5e-05
11 5e-05 6.25e-05
10 3.3333333333333335e-05 5e-05
