dim time avg
9 3.3333333333333335e-05 2.9166666666666666e-05
8 0.0 1.6666666666666667e-05
7 0.0 8.333333333333334e-06
6 0.0 0.0
5 0.0 0.0
4 0.0 0.0
3 0.0 0.0
2 0.0 0.28868333333333335
53 1.1547333333333334 0.7155833333333333
53 1.7076 1.1426416666666666
53 1.7082333333333333 1.4304124999999999
53 1.1510833333333332 1.7072
53 2.261883333333333 2.018475
53 2.9527 2.5363874999999996
53 3.7798833333333333 3.3846374999999997
53 4.544083333333333 4.624833333333333
53 7.222666666666667 5.306758333333334
53 5.680400000000001 5.694566666666666
53 5.331116666666667 6.543233333333333
53 7.93875 5.721737500000001
53 3.9366833333333333 5.141791666666666
53 3.3606166666666666 4.507395833333334
53 2.7935333333333334 3.896920833333333
53 5.496849999999999 3.9169541666666663
53 4.016816666666666 4.341625
53 5.0592999999999995 5.534729166666667
53 7.56595 6.84
53 10.717933333333333 6.614975
53 3.1167166666666666 6.044016666666667
53 2.7754666666666665 4.564695833333333
53 1.6486666666666667 2.1923000000000004
53 1.2283499999999998 1.7130208333333334
53 1.1996 1.3756041666666665
53 1.4258 1.5014583333333333
53 2.152083333333333 1.8124250000000002
53 2.4722166666666667 2.1708125
53 2.63315 2.4349416666666666
53 2.4823166666666667 2.5810458333333335
53 2.7365 2.6233
53 2.641233333333333 2.42745
53 1.84975 2.5965125000000002
53 3.1585666666666667 2.8287208333333336
53 3.6653333333333333 2.911783333333333
53 2.9734833333333333 2.8075833333333335
53 1.4329500000000002 2.7452541666666668
53 2.90925 2.3657916666666665
53 2.147483333333333 2.266679166666667
53 2.5770333333333335 2.3411583333333335
53 1.7308666666666668 2.1519916666666665
53 2.1525833333333333 2.2249
53 2.4391166666666666 2.2648
53 2.7366333333333333 2.2579541666666665
53 1.7034833333333335 2.35885
53 2.556166666666667 2.6424916666666665
53 3.5736833333333333 3.0538583333333333
53 4.382099999999999 3.9669833333333333
52 5.355983333333333 4.932879166666667
51 6.41975 4.307616666666666
50 1.0726333333333333 3.4372708333333337
49 0.9007166666666666 2.2413416666666666
48 0.5722666666666666 0.6604291666666666
47 0.0961 0.4320541666666667
46 0.15913333333333332 0.2842791666666667
45 0.3096166666666667 0.145875
44 0.01865 0.12720416666666667
43 0.021416666666666664 0.0937375
42 0.025266666666666666 0.01844583333333333
41 0.008450000000000001 0.0161
40 0.009266666666666668 0.012216666666666666
39 0.005883333333333333 0.0062625
38 0.00145 0.0045874999999999996
37 0.00175 0.0027166666666666667
36 0.0017833333333333334 0.0014874999999999999
35 0.0009666666666666667 0.001325
34 0.0008 0.0010875000000000001
33 0.0008 0.0008375
32 0.0007833333333333334 0.0007666666666666667
31 0.0006833333333333333 0.0007291666666666666
30 0.00065 0.0006875000000000001
29 0.0006333333333333333 0.0006208333333333333
28 0.0005166666666666667 0.0005791666666666667
27 0.0005166666666666667 0.0005416666666666666
26 0.0005 0.00048333333333333334
25 0.0004 0.0004541666666666667
24 0.0004 0.000425
23 0.0004 0.000375
22 0.0003 0.00035
21 0.0003 0.00032083333333333334
20 0.00028333333333333335 0.000275
19 0.00021666666666666666 0.00025416666666666665
18 0.00021666666666666666 0.00023333333333333333
17 0.00021666666666666666 0.00019583333333333334
16 0.00013333333333333334 0.000175
15 0.00013333333333333334 0.00014166666666666668
14 8.333333333333333e-05 0.00010833333333333333
13 8.333333333333333e-05 9.583333333333334e-05
12 8.333333333333333e-05 7.5e-05
11 5e-05 6.25e-05
10 3.3333333333333335e-05 5e-05
9 3.3333333333333335e-05 2.9166666666666666e-05
8 0.0 1.6666666666666667e-05
7 0.0 8.333333333333334e-06
6 0.0 0.0
5 0.0 0.0
4 0.0 0.0
3 0.0 0.0
2 0.0 0.03299166666666667
53 0.13196666666666668 0.08311666666666667
53 0.20049999999999998 0.15896666666666667
53 0.3034 0.2713625
53 0.44958333333333333 0.41027083333333336
53 0.6876 0.5452750000000001
53 0.7405166666666666 0.6506124999999999
53 0.72475 0.714625
53 0.7056333333333333 0.74145
53 0.7949 0.8043583333333333
53 0.9921500000000001 0.9088125
53 1.1425666666666667 1.0993666666666668
53 1.4678499999999999 1.4150125
53 2.0574833333333333 1.5583291666666668
53 1.5654166666666667 1.7232291666666666
53 1.8021666666666667 1.7441458333333335
53 1.5515166666666667 1.4449208333333334
53 0.8605833333333333 1.2835874999999999
53 0.9200833333333333 1.2699125
53 1.7474666666666667 1.5158416666666668
53 2.5352333333333332 1.8328583333333335
53 2.12865 2.048225
53 1.78155 2.1860083333333336
53 2.2986 2.1353750000000002
53 2.3327 2.4907291666666667
53 3.5500666666666665 2.6222624999999997
53 2.3076833333333338 2.66975
53 2.4885499999999996 2.8281291666666664
53 2.966216666666667 2.7637958333333335
53 3.292733333333333 2.8913458333333333
53 2.8178833333333335 3.002508333333333
53 2.9332 3.4900583333333333
53 4.916416666666667 4.480520833333333
53 7.254583333333333 6.189491666666667
53 9.653766666666666 8.571941666666667
53 12.463 8.412445833333333
53 4.278433333333334 8.003066666666667
53 5.617066666666667 6.2348875
53 2.58105 3.8090083333333333
53 2.7594833333333333 3.858375
53 4.475899999999999 3.148591666666667
53 2.777933333333333 3.1636499999999996
53 2.6412833333333334 3.345629166666667
53 3.4874 2.733925
53 2.0290833333333333 2.7019458333333333
53 2.6500166666666667 3.0494333333333334
53 4.031233333333334 3.4311708333333333
53 5.014349999999999 3.978479166666667
53 4.2183166666666665 4.055633333333334
52 2.9586333333333332 3.7234166666666666
51 2.702366666666667 2.6525208333333334
50 0.7307666666666666 1.8365166666666668
49 0.9543 1.5468291666666665
48 1.7998833333333333 0.9269375
47 0.2228 0.78735
46 0.1724166666666667 0.5983833333333333
45 0.19843333333333335 0.16113333333333332
44 0.05088333333333333 0.11301666666666667
43 0.030333333333333334 0.07804583333333334
42 0.03253333333333333 0.029208333333333333
41 0.0030833333333333333 0.018554166666666667
40 0.008266666666666667 0.012825
39 0.007416666666666667 0.0052
38 0.002033333333333333 0.004987500000000001
37 0.0022333333333333333 0.0035083333333333334
36 0.0023499999999999997 0.0019083333333333335
35 0.0010166666666666666 0.0016791666666666667
34 0.0011166666666666666 0.0013416666666666668
33 0.0008833333333333333 0.0009583333333333334
32 0.0008166666666666667 0.0008916666666666667
31 0.00075 0.0008041666666666667
30 0.0007666666666666667 0.0007541666666666667
29 0.0006833333333333333 0.0006791666666666667
28 0.0005166666666666667 0.0006208333333333333
27 0.0005166666666666667 0.0005541666666666667
26 0.0005 0.00048750000000000003
25 0.0004166666666666667 0.0004625
24 0.0004166666666666667 0.0004291666666666666
23 0.00038333333333333334 0.00037916666666666665
22 0.0003 0.00035
21 0.0003 0.00032083333333333334
20 0.0003 0.00027916666666666666
19 0.00021666666666666666 0.00025833333333333334
18 0.00021666666666666666 0.00023333333333333333
17 0.0002 0.00019166666666666667
16 0.00013333333333333334 0.00017083333333333333
15 0.00013333333333333334 0.00014166666666666668
14 0.0001 0.0001125
13 8.333333333333333e-05 0.0001
12 8.333333333333333e-05 7.916666666666666e-05
11 5e-05 6.25e-05
10 3.3333333333333335e-05 5e-05
9 3.3333333333333335e-05 2.9166666666666666e-05
8 0.0 1.6666666666666667e-05
7 0.0 8.333333333333334e-06
6 0.0 0.0
5 0.0 0.0
4 0.0 0.0
3 0.0 0.0
2 0.0 0.013354166666666667
53 0.05341666666666667 0.019070833333333332
53 0.022866666666666667 0.0442
53 0.10051666666666666 0.071075
53 0.1075 0.09148333333333333
53 0.13505 0.12336666666666667
53 0.15039999999999998 0.1437625
53 0.1821 0.19889583333333333
53 0.3280333333333333 0.2601625
53 0.38011666666666666 0.35867499999999997
53 0.54445 0.5018083333333333
53 0.7546333333333333 0.61975
53 0.7998 0.6988333333333333
53 0.69645 0.7739791666666667
53 0.8450333333333333 0.8434958333333333
53 1.0327 0.900825
53 1.0291166666666667 1.0380083333333334
53 1.2451833333333333 1.0211458333333332
53 0.7775833333333334 1.2073541666666665
53 1.7775333333333334 1.2744541666666669
53 1.2975166666666667 1.4903333333333333
53 2.1087000000000002 1.8072541666666666
53 2.0452666666666666 2.031258333333333
53 2.67355 2.4898666666666665
53 3.1319500000000002 2.616670833333333
53 2.6159166666666667 2.9568083333333335
53 3.4058166666666665 3.22005
53 3.726516666666667 3.281695833333333
53 3.378533333333333 4.052779166666666
53 5.70025 5.341079166666666
53 8.559016666666668 4.9474124999999995
53 2.15185 4.4495125
53 1.3869333333333331 3.5545125
53 2.12025 1.860475
53 1.7828666666666666 1.9669541666666668
53 2.5777666666666668 2.6552124999999998
53 4.139966666666667 3.459875
53 5.3389 4.759566666666667
53 6.981633333333334 5.505491666666667
53 5.561466666666666 6.2556625
53 7.14065 5.240575000000001
53 1.2785499999999999 3.9203666666666668
53 1.7008 2.8886833333333333
53 1.4347333333333334 1.4689416666666666
53 1.4616833333333332 1.4481
53 1.1951833333333333 1.5499
53 2.108 1.8448375000000001
53 2.6144833333333333 2.0337125
53 2.2171833333333333 2.7789
52 4.175933333333334 2.962791666666667
51 2.843566666666667 2.4834166666666664
50 0.6969833333333334 2.1346083333333334
49 0.82195 1.2364916666666665
48 0.5834666666666667 0.5474041666666667
47 0.08721666666666666 0.3891833333333333
46 0.0641 0.2048708333333333
45 0.0847 0.06309166666666667
44 0.01635 0.04759166666666667
43 0.025216666666666665 0.043416666666666666
42 0.0474 0.023966666666666667
41 0.0069 0.021675
40 0.007183333333333333 0.016749999999999998
39 0.005516666666666667 0.005379166666666667
38 0.0019166666666666668 0.0041333333333333335
37 0.0019166666666666668 0.0028208333333333336
36 0.0019333333333333333 0.0016875000000000002
35 0.0009833333333333332 0.00145
34 0.0009666666666666667 0.0012124999999999998
33 0.0009666666666666667 0.0009333333333333333
32 0.0008166666666666667 0.000875
31 0.00075 0.000825
30 0.0007666666666666667 0.0007541666666666667
29 0.0006833333333333333 0.0006791666666666667
28 0.0005166666666666667 0.0006166666666666666
27 0.0005 0.0005541666666666667
26 0.0005166666666666667 0.00048333333333333334
25 0.0004 0.0004583333333333333
24 0.0004166666666666667 0.0004333333333333333
23 0.0004 0.000375
22 0.00028333333333333335 0.00035
21 0.0003 0.00031666666666666665
20 0.00028333333333333335 0.0002708333333333333
19 0.00021666666666666666 0.00025416666666666665
18 0.00021666666666666666 0.00023333333333333333
17 0.00021666666666666666 0.00019583333333333334
16 0.00013333333333333334 0.000175
15 0.00013333333333333334 0.00014583333333333335
14 0.0001 0.0001125
13 8.333333333333333e-05 0.0001
12 8.333333333333333e-05 7.916666666666666e-05
11 5e-05 6.25e-05
10 3.3333333333333335e-05 5e-05
9 3.3333333333333335e-05 2.9166666666666666e-05
8 0.0 1.6666666666666667e-05
7 0.0 8.333333333333334e-06
6 0.0 0.0
5 0.0 0.0
4 0.0 0.0
3 0.0 0.0
2 0.0 0.006954166666666667
53 0.027816666666666667 0.011212499999999999
53 0.017033333333333334 0.015441666666666666
53 0.016916666666666667 0.03890833333333333
53 0.09386666666666667 0.0680375
53 0.14433333333333334 0.103375
53 0.15838333333333335 0.13009583333333333
53 0.1238 0.14170833333333333
53 0.14031666666666667 0.15164166666666665
53 0.18406666666666668 0.16915416666666666
53 0.22843333333333332 0.20574583333333332
53 0.27016666666666667 0.26456666666666667
53 0.37560000000000004 0.3458333333333333
53 0.5091333333333333 0.38780000000000003
53 0.3963 0.4259791666666667
53 0.42288333333333333 0.460575
53 0.5139833333333333 0.48677499999999996
53 0.6139333333333333 0.5462833333333333
53 0.6343333333333334 0.6628166666666666
53 0.8890166666666667 0.7490791666666666
53 0.8590333333333333 0.750225
53 0.6185166666666666 0.7966875000000001
53 0.8201833333333333 0.7834583333333334
53 0.8361 0.8553999999999999
53 1.1468 1.0554375
53 1.4186666666666667 1.1448416666666668
53 1.1778000000000002 1.1767333333333334
53 0.9636666666666667 1.2409291666666666
53 1.4035833333333334 1.2796583333333333
53 1.5735833333333333 1.4808541666666666
53 1.9825833333333334 2.0084458333333335
53 3.0740333333333334 2.6967166666666667
53 4.156666666666667 3.5408958333333334
53 4.9502999999999995 4.4760875
53 5.72335 5.721345833333333
53 8.055066666666667 5.7372958333333335
53 4.220466666666667 5.4422
53 3.7699166666666666 4.758475000000001
53 2.98845 4.043525
53 5.195266666666667 5.217583333333334
53 8.916699999999999 5.153116666666667
53 3.5120500000000003 5.2569625
53 3.403833333333333 4.428333333333333
53 1.88075 2.9086083333333335
53 2.8378 3.0301833333333335
53 3.9983500000000003 2.8148166666666667
53 2.5423666666666667 2.689108333333333
53 1.3779166666666667 2.7206458333333337
53 2.9639499999999996 2.415975
52 2.7796666666666665 2.5488666666666666
51 3.0739333333333336 2.287358333333333
50 0.33188333333333336 1.6862125
49 0.5593666666666667 1.1532916666666668
48 0.6479833333333332 0.4074875
47 0.09071666666666665 0.3472416666666666
46 0.0909 0.23735416666666667
45 0.11981666666666667 0.07997916666666667
44 0.018483333333333334 0.06330416666666666
43 0.02401666666666667 0.04882916666666667
42 0.033 0.020466666666666668
41 0.006366666666666667 0.017604166666666664
40 0.007033333333333333 0.013712499999999999
39 0.008450000000000001 0.005983333333333333
38 0.0020833333333333333 0.004754166666666667
37 0.00145 0.0033541666666666668
36 0.0014333333333333331 0.0014833333333333332
35 0.0009666666666666667 0.0011916666666666666
34 0.0009166666666666666 0.0010708333333333334
33 0.0009666666666666667 0.0009083333333333334
32 0.0007833333333333334 0.0008458333333333334
31 0.0007166666666666666 0.0007791666666666666
30 0.00065 0.0007
29 0.00065 0.0006333333333333333
28 0.0005166666666666667 0.0005791666666666667
27 0.0005 0.0005416666666666666
26 0.0005 0.0004791666666666667
25 0.0004 0.00045
24 0.0004 0.000425
23 0.0004 0.000375
22 0.0003 0.00035
21 0.0003 0.00032083333333333334
20 0.00028333333333333335 0.0002708333333333333
19 0.0002 0.00025
18 0.00021666666666666666 0.000225
17 0.0002 0.0001875
16 0.00013333333333333334 0.00017083333333333333
15 0.00013333333333333334 0.00014166666666666668
14 0.0001 0.0001125
13 8.333333333333333e-05 0.0001
12 8.333333333333333e-05 7.916666666666666e-05
11 5e-05 6.25e-05
10 3.3333333333333335e-05 5e-05
9 3.3333333333333335e-05 2.9166666666666666e-05
8 0.0 1.6666666666666667e-05
7 0.0 8.333333333333334e-06
6 0.0 0.0
5 0.0 0.0
4 0.0 0.0
3 0.0 0.0
2 0.0 0.0
